3756,jvjc2,06/04/2017,46,53,0,0
3758,city,13/04/2017,50,53,0,1
3763,city,11/04/2017,50,53,2,2
3764,city,11/04/2017,54,57,0,3
3765,city,13/04/2017,50,53,2,2
3766,jvjc2,12/04/2017,46,49,0,0
3767,rwm41,13/04/2017,42,47,0,3
3768,jvjc2,14/04/2017,10,15,0,0
3769,jvjc2,17/04/2017,10,13,0,0
3770,city,18/04/2017,54,57,0,3
3772,city,18/04/2017,50,53,0,2
3773,city,20/04/2017,50,53,0,7
3774,jvjc2,20/04/2017,44,47,0,0
3785,ma616,26/04/2017,48,51,0,7
3784,ma616,26/04/2017,36,39,0,7
3783,ma616,27/04/2017,38,49,0,7
3786,city,24/04/2017,50,53,0,2
3788,city,24/04/2017,50,53,3,4
3789,city,26/04/2017,44,47,0,0
3791,opbf2,04/05/2017,48,51,0,7
3792,ma616,01/05/2017,42,49,0,7
3794,ma616,04/05/2017,52,55,0,7
3797,ma616,04/05/2017,40,47,0,7
3796,opbf2,01/05/2017,52,55,0,7
3798,sm2205,01/05/2017,8,11,0,0
3799,sm2205,01/05/2017,8,11,1,1
3800,sm2205,01/05/2017,8,11,2,2
3801,opbf2,01/05/2017,8,11,3,7
3802,opbf2,02/05/2017,48,51,0,7
